filenames,rsid,zi,zf,Name of person
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample3\sample3_7\sample3_7_MMStack_12-Pos000_002.ome.tif,1.03,5,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample3\sample3_7\sample3_7_MMStack_12-Pos001_000.ome.tif,1.03,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample3\sample3_7\sample3_7_MMStack_12-Pos001_001.ome.tif,1.03,4,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample3\sample3_7\sample3_7_MMStack_12-Pos001_002.ome.tif,1.03,7,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample3\sample3_7\sample3_7_MMStack_12-Pos002_000.ome.tif,1.03,4,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample3\sample3_7\sample3_7_MMStack_12-Pos002_001.ome.tif,1.03,7,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample4\sample4_1_grid1\sample4_1_MMStack_13-Pos000_000.ome.tif,1.04,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample4\sample4_1_grid1\sample4_1_MMStack_13-Pos000_001.ome.tif,1.04,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample4\sample4_1_grid1\sample4_1_MMStack_13-Pos000_002.ome.tif,1.04,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample4\sample4_1_grid1\sample4_1_MMStack_13-Pos001_000.ome.tif,1.04,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample4\sample4_1_grid1\sample4_1_MMStack_13-Pos001_001.ome.tif,1.04,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample4\sample4_1_grid1\sample4_1_MMStack_13-Pos001_002.ome.tif,1.04,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample4\sample4_1_grid1\sample4_1_MMStack_13-Pos002_000.ome.tif,1.04,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample4\sample4_1_grid1\sample4_1_MMStack_13-Pos002_001.ome.tif,1.04,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample4\sample4_1_grid1\sample4_1_MMStack_13-Pos002_002.ome.tif,1.04,4,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample4\sample4_3_grid2\sample4_3_MMStack_14-Pos000_000.ome.tif,1.04,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample4\sample4_3_grid2\sample4_3_MMStack_14-Pos000_001.ome.tif,1.04,2,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample4\sample4_3_grid2\sample4_3_MMStack_14-Pos000_002.ome.tif,1.04,4,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample4\sample4_3_grid2\sample4_3_MMStack_14-Pos001_000.ome.tif,1.04,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample4\sample4_3_grid2\sample4_3_MMStack_14-Pos001_001.ome.tif,1.04,4,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample4\sample4_3_grid2\sample4_3_MMStack_14-Pos001_002.ome.tif,1.04,4,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample4\sample4_3_grid2\sample4_3_MMStack_14-Pos002_000.ome.tif,1.04,4,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample4\sample4_3_grid2\sample4_3_MMStack_14-Pos002_001.ome.tif,1.04,4,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample4\sample4_3_grid2\sample4_3_MMStack_14-Pos002_002.ome.tif,1.04,5,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample4\sample4_5_grid3\sample4_5_MMStack_15-Pos000_000.ome.tif,1.04,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample4\sample4_5_grid3\sample4_5_MMStack_15-Pos000_001.ome.tif,1.04,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample4\sample4_5_grid3\sample4_5_MMStack_15-Pos000_002.ome.tif,1.04,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample4\sample4_5_grid3\sample4_5_MMStack_15-Pos001_000.ome.tif,1.04,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample4\sample4_5_grid3\sample4_5_MMStack_15-Pos001_001.ome.tif,1.04,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample4\sample4_5_grid3\sample4_5_MMStack_15-Pos001_002.ome.tif,1.04,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample4\sample4_5_grid3\sample4_5_MMStack_15-Pos002_000.ome.tif,1.04,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample4\sample4_5_grid3\sample4_5_MMStack_15-Pos002_001.ome.tif,1.04,4,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample4\sample4_5_grid3\sample4_5_MMStack_15-Pos002_002.ome.tif,1.04,5,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample5\sample5_2_grid1\sample5_2_MMStack_16-Pos000_000.ome.tif,1.05,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample5\sample5_2_grid1\sample5_2_MMStack_16-Pos000_001.ome.tif,1.05,4,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample5\sample5_2_grid1\sample5_2_MMStack_16-Pos000_002.ome.tif,1.05,5,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample5\sample5_2_grid1\sample5_2_MMStack_16-Pos001_000.ome.tif,1.05,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample5\sample5_2_grid1\sample5_2_MMStack_16-Pos001_001.ome.tif,1.05,5,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample5\sample5_2_grid1\sample5_2_MMStack_16-Pos001_002.ome.tif,1.05,7,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample5\sample5_2_grid1\sample5_2_MMStack_16-Pos002_000.ome.tif,1.05,4,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample5\sample5_2_grid1\sample5_2_MMStack_16-Pos002_001.ome.tif,1.05,6,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample5\sample5_2_grid1\sample5_2_MMStack_16-Pos002_002.ome.tif,1.05,10,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample5\sample5_4_grid2\sample5_4_MMStack_17-Pos000_000.ome.tif,1.05,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample5\sample5_4_grid2\sample5_4_MMStack_17-Pos000_001.ome.tif,1.05,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample5\sample5_4_grid2\sample5_4_MMStack_17-Pos000_002.ome.tif,1.05,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample5\sample5_4_grid2\sample5_4_MMStack_17-Pos001_000.ome.tif,1.05,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample5\sample5_4_grid2\sample5_4_MMStack_17-Pos001_001.ome.tif,1.05,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample5\sample5_4_grid2\sample5_4_MMStack_17-Pos001_002.ome.tif,1.05,2,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample5\sample5_4_grid2\sample5_4_MMStack_17-Pos002_000.ome.tif,1.05,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample5\sample5_4_grid2\sample5_4_MMStack_17-Pos002_001.ome.tif,1.05,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample5\sample5_4_grid2\sample5_4_MMStack_17-Pos002_002.ome.tif,1.05,4,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample5\sample5_5_grid3\sample5_5_MMStack_18-Pos000_000.ome.tif,1.05,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample5\sample5_5_grid3\sample5_5_MMStack_18-Pos000_001.ome.tif,1.05,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample5\sample5_5_grid3\sample5_5_MMStack_18-Pos000_002.ome.tif,1.05,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample5\sample5_5_grid3\sample5_5_MMStack_18-Pos001_000.ome.tif,1.05,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample5\sample5_5_grid3\sample5_5_MMStack_18-Pos001_001.ome.tif,1.05,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample5\sample5_5_grid3\sample5_5_MMStack_18-Pos001_002.ome.tif,1.05,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample5\sample5_5_grid3\sample5_5_MMStack_18-Pos002_000.ome.tif,1.05,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample5\sample5_5_grid3\sample5_5_MMStack_18-Pos002_001.ome.tif,1.05,2,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample5\sample5_5_grid3\sample5_5_MMStack_18-Pos002_002.ome.tif,1.05,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample6\230222_sample6_reduced488power_2_grid1\230222_sample6_reduced488power_2_MMStack_3-Pos000_000.ome.tif,1.06,1,10,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample6\230222_sample6_reduced488power_2_grid1\230222_sample6_reduced488power_2_MMStack_3-Pos000_001.ome.tif,1.06,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample6\230222_sample6_reduced488power_2_grid1\230222_sample6_reduced488power_2_MMStack_3-Pos000_002.ome.tif,1.06,4,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample6\230222_sample6_reduced488power_2_grid1\230222_sample6_reduced488power_2_MMStack_3-Pos001_001.ome.tif,1.06,4,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample6\230222_sample6_reduced488power_2_grid1\230222_sample6_reduced488power_2_MMStack_3-Pos001_002.ome.tif,1.06,6,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample6\230222_sample6_reduced488power_2_grid1\230222_sample6_reduced488power_2_MMStack_3-Pos002_000.ome.tif,1.06,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample6\230222_sample6_reduced488power_2_grid1\230222_sample6_reduced488power_2_MMStack_3-Pos002_001.ome.tif,1.06,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample6\230222_sample6_reduced488power_2_grid1\230222_sample6_reduced488power_2_MMStack_3-Pos002_002.ome.tif,1.06,8,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample6\230222_sample6_reduced488power_3_grid2\230222_sample6_reduced488power_3_MMStack_4-Pos000_000.ome.tif,1.06,1,16,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample6\230222_sample6_reduced488power_3_grid2\230222_sample6_reduced488power_3_MMStack_4-Pos000_001.ome.tif,1.06,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample6\230222_sample6_reduced488power_3_grid2\230222_sample6_reduced488power_3_MMStack_4-Pos000_002.ome.tif,1.06,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample6\230222_sample6_reduced488power_3_grid2\230222_sample6_reduced488power_3_MMStack_4-Pos001_000.ome.tif,1.06,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample6\230222_sample6_reduced488power_3_grid2\230222_sample6_reduced488power_3_MMStack_4-Pos001_001.ome.tif,1.06,2,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample6\230222_sample6_reduced488power_3_grid2\230222_sample6_reduced488power_3_MMStack_4-Pos001_002.ome.tif,1.06,4,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample6\230222_sample6_reduced488power_3_grid2\230222_sample6_reduced488power_3_MMStack_4-Pos002_000.ome.tif,1.06,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample6\230222_sample6_reduced488power_3_grid2\230222_sample6_reduced488power_3_MMStack_4-Pos002_001.ome.tif,1.06,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample6\230222_sample6_reduced488power_3_grid2\230222_sample6_reduced488power_3_MMStack_4-Pos002_002.ome.tif,1.06,7,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample6\230222_sample6_reduced488power_5_grid3\230222_sample6_reduced488power_5_MMStack_5-Pos000_000.ome.tif,1.06,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample6\230222_sample6_reduced488power_5_grid3\230222_sample6_reduced488power_5_MMStack_5-Pos000_002.ome.tif,1.06,6,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample6\230222_sample6_reduced488power_5_grid3\230222_sample6_reduced488power_5_MMStack_5-Pos001_000.ome.tif,1.06,4,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample6\230222_sample6_reduced488power_5_grid3\230222_sample6_reduced488power_5_MMStack_5-Pos001_001.ome.tif,1.06,6,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample6\230222_sample6_reduced488power_5_grid3\230222_sample6_reduced488power_5_MMStack_5-Pos001_002.ome.tif,1.06,7,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample6\230222_sample6_reduced488power_5_grid3\230222_sample6_reduced488power_5_MMStack_5-Pos002_000.ome.tif,1.06,5,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample6\230222_sample6_reduced488power_5_grid3\230222_sample6_reduced488power_5_MMStack_5-Pos002_001.ome.tif,1.06,6,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample7\230222_sample7_1\230222_sample7_1_MMStack_6-Pos000_000.ome.tif,1.07,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample7\230222_sample7_1\230222_sample7_1_MMStack_6-Pos000_001.ome.tif,1.07,8,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample7\230222_sample7_1\230222_sample7_1_MMStack_6-Pos000_002.ome.tif,1.07,12,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample7\230222_sample7_1\230222_sample7_1_MMStack_6-Pos001_000.ome.tif,1.07,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample7\230222_sample7_1\230222_sample7_1_MMStack_6-Pos001_001.ome.tif,1.07,10,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample7\230222_sample7_1\230222_sample7_1_MMStack_6-Pos001_002.ome.tif,1.07,13,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample7\230222_sample7_1\230222_sample7_1_MMStack_6-Pos002_000.ome.tif,1.07,6,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample7\230222_sample7_1\230222_sample7_1_MMStack_6-Pos002_001.ome.tif,1.07,12,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample7\230222_sample7_1\230222_sample7_1_MMStack_6-Pos002_002.ome.tif,1.07,14,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample7\230222_sample7_2\230222_sample7_2_MMStack_7-Pos000_000.ome.tif,1.07,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample7\230222_sample7_2\230222_sample7_2_MMStack_7-Pos000_001.ome.tif,1.07,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample7\230222_sample7_2\230222_sample7_2_MMStack_7-Pos000_002.ome.tif,1.07,5,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample7\230222_sample7_2\230222_sample7_2_MMStack_7-Pos001_000.ome.tif,1.07,1,16,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample7\230222_sample7_2\230222_sample7_2_MMStack_7-Pos001_001.ome.tif,1.07,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample7\230222_sample7_2\230222_sample7_2_MMStack_7-Pos001_002.ome.tif,1.07,7,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample7\230222_sample7_2\230222_sample7_2_MMStack_7-Pos002_000.ome.tif,1.07,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample7\230222_sample7_2\230222_sample7_2_MMStack_7-Pos002_001.ome.tif,1.07,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample7\230222_sample7_2\230222_sample7_2_MMStack_7-Pos002_002.ome.tif,1.07,8,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample7\230222_sample7_3\230222_sample7_3_MMStack_8-Pos000_000.ome.tif,1.07,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample7\230222_sample7_3\230222_sample7_3_MMStack_8-Pos000_001.ome.tif,1.07,2,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample7\230222_sample7_3\230222_sample7_3_MMStack_8-Pos000_002.ome.tif,1.07,4,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample7\230222_sample7_3\230222_sample7_3_MMStack_8-Pos001_000.ome.tif,1.07,1,16,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample7\230222_sample7_3\230222_sample7_3_MMStack_8-Pos001_001.ome.tif,1.07,2,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample7\230222_sample7_3\230222_sample7_3_MMStack_8-Pos001_002.ome.tif,1.07,5,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample7\230222_sample7_3\230222_sample7_3_MMStack_8-Pos002_000.ome.tif,1.07,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample7\230222_sample7_3\230222_sample7_3_MMStack_8-Pos002_001.ome.tif,1.07,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample7\230222_sample7_3\230222_sample7_3_MMStack_8-Pos002_002.ome.tif,1.07,7,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample8\230222_sample8_2_grid1\230222_sample8_2_MMStack_10-Pos000_000.ome.tif,1.08,1,16,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample8\230222_sample8_2_grid1\230222_sample8_2_MMStack_10-Pos000_001.ome.tif,1.08,7,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample8\230222_sample8_2_grid1\230222_sample8_2_MMStack_10-Pos000_002.ome.tif,1.08,9,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample8\230222_sample8_2_grid1\230222_sample8_2_MMStack_10-Pos001_000.ome.tif,1.08,7,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample8\230222_sample8_2_grid1\230222_sample8_2_MMStack_10-Pos001_001.ome.tif,1.08,8,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample8\230222_sample8_2_grid1\230222_sample8_2_MMStack_10-Pos001_002.ome.tif,1.08,10,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample8\230222_sample8_2_grid1\230222_sample8_2_MMStack_10-Pos002_000.ome.tif,1.08,8,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample8\230222_sample8_2_grid1\230222_sample8_2_MMStack_10-Pos002_001.ome.tif,1.08,8,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample8\230222_sample8_3_grid2\230222_sample8_3_MMStack_11-Pos000_000.ome.tif,1.08,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample8\230222_sample8_3_grid2\230222_sample8_3_MMStack_11-Pos000_001.ome.tif,1.08,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample8\230222_sample8_3_grid2\230222_sample8_3_MMStack_11-Pos000_002.ome.tif,1.08,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample8\230222_sample8_3_grid2\230222_sample8_3_MMStack_11-Pos001_000.ome.tif,1.08,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample8\230222_sample8_3_grid2\230222_sample8_3_MMStack_11-Pos001_001.ome.tif,1.08,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample8\230222_sample8_3_grid2\230222_sample8_3_MMStack_11-Pos001_002.ome.tif,1.08,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample8\230222_sample8_3_grid2\230222_sample8_3_MMStack_11-Pos002_000.ome.tif,1.08,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample8\230222_sample8_3_grid2\230222_sample8_3_MMStack_11-Pos002_001.ome.tif,1.08,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample8\230222_sample8_3_grid2\230222_sample8_3_MMStack_11-Pos002_002.ome.tif,1.08,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample8\230222_sample8_6_grid3\230222_sample8_6_MMStack_4-Pos000_000.ome.tif,1.08,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample8\230222_sample8_6_grid3\230222_sample8_6_MMStack_4-Pos000_001.ome.tif,1.08,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample8\230222_sample8_6_grid3\230222_sample8_6_MMStack_4-Pos000_002.ome.tif,1.08,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample8\230222_sample8_6_grid3\230222_sample8_6_MMStack_4-Pos001_000.ome.tif,1.08,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample8\230222_sample8_6_grid3\230222_sample8_6_MMStack_4-Pos001_001.ome.tif,1.08,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample8\230222_sample8_6_grid3\230222_sample8_6_MMStack_4-Pos001_002.ome.tif,1.08,2,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample8\230222_sample8_6_grid3\230222_sample8_6_MMStack_4-Pos002_000.ome.tif,1.08,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample8\230222_sample8_6_grid3\230222_sample8_6_MMStack_4-Pos002_001.ome.tif,1.08,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample8\230222_sample8_6_grid3\230222_sample8_6_MMStack_4-Pos002_002.ome.tif,1.08,4,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample9\230222_sample9_lower499power_1\230222_sample9_lower499power_1_MMStack_5-Pos000_001.ome.tif,1.09,7,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample9\230222_sample9_lower499power_1\230222_sample9_lower499power_1_MMStack_5-Pos000_002.ome.tif,1.09,7,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample9\230222_sample9_lower499power_1\230222_sample9_lower499power_1_MMStack_5-Pos001_001.ome.tif,1.09,8,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample9\230222_sample9_lower499power_1\230222_sample9_lower499power_1_MMStack_5-Pos001_002.ome.tif,1.09,7,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample9\230222_sample9_lower499power_1\230222_sample9_lower499power_1_MMStack_5-Pos002_002.ome.tif,1.09,8,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample9\230222_sample9_lower499power_2\230222_sample9_lower499power_2_MMStack_6-Pos000_000.ome.tif,1.09,2,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample9\230222_sample9_lower499power_2\230222_sample9_lower499power_2_MMStack_6-Pos001_000.ome.tif,1.09,2,16,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample9\230222_sample9_lower499power_2\230222_sample9_lower499power_2_MMStack_6-Pos001_001.ome.tif,1.09,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample9\230222_sample9_lower499power_2\230222_sample9_lower499power_2_MMStack_6-Pos001_002.ome.tif,1.09,5,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample9\230222_sample9_lower499power_2\230222_sample9_lower499power_2_MMStack_6-Pos002_000.ome.tif,1.09,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample9\230222_sample9_lower499power_2\230222_sample9_lower499power_2_MMStack_6-Pos002_001.ome.tif,1.09,7,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample9\230222_sample9_lower499power_2\230222_sample9_lower499power_2_MMStack_6-Pos002_002.ome.tif,1.09,4,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample9\230222_sample9_lower499power_3\230222_sample9_lower499power_3_MMStack_7-Pos000_000.ome.tif,1.09,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample9\230222_sample9_lower499power_3\230222_sample9_lower499power_3_MMStack_7-Pos000_001.ome.tif,1.09,1,16,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample9\230222_sample9_lower499power_3\230222_sample9_lower499power_3_MMStack_7-Pos000_002.ome.tif,1.09,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample9\230222_sample9_lower499power_3\230222_sample9_lower499power_3_MMStack_7-Pos001_000.ome.tif,1.09,1,16,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample9\230222_sample9_lower499power_3\230222_sample9_lower499power_3_MMStack_7-Pos001_001.ome.tif,1.09,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample9\230222_sample9_lower499power_3\230222_sample9_lower499power_3_MMStack_7-Pos001_002.ome.tif,1.09,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week1 Round1\sample9\230222_sample9_lower499power_3\230222_sample9_lower499power_3_MMStack_7-Pos002_000.ome.tif,1.09,3,17,Jonathan
