filenames,rsid,zi,zf,Name of person
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample12\Sample12\Sample12_MMStack_Pos-1-2.ome.tif,5.12,1,8,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample12\Sample12\Sample12_MMStack_Pos-2-0.ome.tif,5.12,2,10,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample12\Sample12\Sample12_MMStack_Pos-2-1.ome.tif,5.12,1,9,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample12\Sample12\Sample12_MMStack_Pos-2-2.ome.tif,5.12,1,9,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample12\Sample12_2\Sample12_2_MMStack_Pos-0-0.ome.tif,5.12,1,16,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample12\Sample12_2\Sample12_2_MMStack_Pos-0-1.ome.tif,5.12,3,15,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample12\Sample12_2\Sample12_2_MMStack_Pos-0-2.ome.tif,5.12,4,14,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample12\Sample12_2\Sample12_2_MMStack_Pos-1-0.ome.tif,5.12,5,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample12\Sample12_2\Sample12_2_MMStack_Pos-1-1.ome.tif,5.12,1,15,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample12\Sample12_2\Sample12_2_MMStack_Pos-1-2.ome.tif,5.12,1,15,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample12\Sample12_2\Sample12_2_MMStack_Pos-2-0.ome.tif,5.12,4,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample12\Sample12_2\Sample12_2_MMStack_Pos-2-1.ome.tif,5.12,6,16,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample12\Sample12_2\Sample12_2_MMStack_Pos-2-2.ome.tif,5.12,4,15,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample12\Sample12_3\Sample12_3_MMStack_Pos-0-0.ome.tif,5.12,1,11,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample12\Sample12_3\Sample12_3_MMStack_Pos-0-1.ome.tif,5.12,1,11,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample12\Sample12_3\Sample12_3_MMStack_Pos-0-2.ome.tif,5.12,1,9,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample12\Sample12_3\Sample12_3_MMStack_Pos-1-0.ome.tif,5.12,1,12,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample12\Sample12_3\Sample12_3_MMStack_Pos-1-1.ome.tif,5.12,1,11,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample12\Sample12_3\Sample12_3_MMStack_Pos-1-2.ome.tif,5.12,1,10,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample12\Sample12_3\Sample12_3_MMStack_Pos-2-0.ome.tif,5.12,1,12,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample12\Sample12_3\Sample12_3_MMStack_Pos-2-1.ome.tif,5.12,1,11,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample12\Sample12_3\Sample12_3_MMStack_Pos-2-2.ome.tif,5.12,1,10,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample13\Sample13\Sample13_MMStack_Pos-0-0.ome.tif,5.13,1,10,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample13\Sample13_2\Sample13_2_MMStack_Pos-0-0.ome.tif,5.13,1,11,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample13\Sample13_3\Sample13_3_MMStack_Pos-0-0.ome.tif,5.13,1,12,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample14\Sample14\Sample14_MMStack_Pos-0-0.ome.tif,5.14,1,8,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample14\Sample14_2\Sample14_2_MMStack_Pos-0-0.ome.tif,5.14,1,10,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample14\Sample14_3\Sample14_3_MMStack_Pos-0-0.ome.tif,5.14,1,10,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample15\Sample15\Sample15_MMStack_Pos-0-0.ome.tif,5.15,1,15,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample15\Sample15_2\Sample15_2_MMStack_Pos-0-0.ome.tif,5.15,1,15,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample15\Sample15_3\Sample15_3_MMStack_Pos-0-0.ome.tif,5.15,1,12,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample15\Sample15_4\Sample15_4_MMStack_Pos-0-0.ome.tif,5.15,1,9,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample16\Sample16\Sample16_MMStack_Pos-0-0.ome.tif,5.16,1,10,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample16\Sample16_2\Sample16_2_MMStack_Pos-0-0.ome.tif,5.16,1,10,Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample16\Sample16_3\Sample16_3_MMStack_Pos-0-0.ome.tif,5.16,1,13,Fast as lightning Becs
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1\Sample1_MMStack_Pos-0-0.ome.tif,5.01,5,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1\Sample1_MMStack_Pos-0-1.ome.tif,5.01,5,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1\Sample1_MMStack_Pos-0-2.ome.tif,5.01,5,16,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1\Sample1_MMStack_Pos-1-0.ome.tif,5.01,3,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1\Sample1_MMStack_Pos-1-1.ome.tif,5.01,3,13,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1\Sample1_MMStack_Pos-1-2.ome.tif,5.01,7,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1\Sample1_MMStack_Pos-2-0.ome.tif,5.01,1,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1\Sample1_MMStack_Pos-2-1.ome.tif,5.01,1,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1\Sample1_MMStack_Pos-2-2.ome.tif,5.01,5,11,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1_2\Sample1_2_MMStack_Pos-0-0.ome.tif,5.01,3,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1_2\Sample1_2_MMStack_Pos-0-1.ome.tif,5.01,5,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1_2\Sample1_2_MMStack_Pos-0-2.ome.tif,5.01,6,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1_2\Sample1_2_MMStack_Pos-1-0.ome.tif,5.01,3,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1_2\Sample1_2_MMStack_Pos-2-0.ome.tif,5.01,1,9,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1_3\Sample1_3_MMStack_Pos-0-0.ome.tif,5.01,2,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1_3\Sample1_3_MMStack_Pos-0-1.ome.tif,5.01,3,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1_3\Sample1_3_MMStack_Pos-0-2.ome.tif,5.01,3,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1_3\Sample1_3_MMStack_Pos-1-0.ome.tif,5.01,1,13,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1_3\Sample1_3_MMStack_Pos-1-1.ome.tif,5.01,1,13,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1_3\Sample1_3_MMStack_Pos-1-2.ome.tif,5.01,3,13,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1_3\Sample1_3_MMStack_Pos-2-0.ome.tif,5.01,1,10,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1_3\Sample1_3_MMStack_Pos-2-1.ome.tif,5.01,1,10,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1_3\Sample1_3_MMStack_Pos-2-2.ome.tif,5.01,1,10,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1_4\Sample1_4_MMStack_Pos-0-0.ome.tif,5.01,4,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1_4\Sample1_4_MMStack_Pos-0-1.ome.tif,5.01,3,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1_4\Sample1_4_MMStack_Pos-0-2.ome.tif,5.01,4,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1_4\Sample1_4_MMStack_Pos-1-0.ome.tif,5.01,1,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1_4\Sample1_4_MMStack_Pos-1-1.ome.tif,5.01,3,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1_4\Sample1_4_MMStack_Pos-1-2.ome.tif,5.01,1,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1_4\Sample1_4_MMStack_Pos-2-0.ome.tif,5.01,1,10,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1_4\Sample1_4_MMStack_Pos-2-1.ome.tif,5.01,1,10,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample1\Sample1_4\Sample1_4_MMStack_Pos-2-2.ome.tif,5.01,1,10,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample2\Sample2\Sample2_MMStack_Pos-0-0.ome.tif,5.02,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample2\Sample2\Sample2_MMStack_Pos-0-1.ome.tif,5.02,3,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample2\Sample2\Sample2_MMStack_Pos-0-2.ome.tif,5.02,2,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample2\Sample2\Sample2_MMStack_Pos-1-0.ome.tif,5.02,1,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample2\Sample2\Sample2_MMStack_Pos-1-1.ome.tif,5.02,1,16,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample2\Sample2\Sample2_MMStack_Pos-1-2.ome.tif,5.02,3,13,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample2\Sample2\Sample2_MMStack_Pos-2-0.ome.tif,5.02,3,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample2\Sample2\Sample2_MMStack_Pos-2-1.ome.tif,5.02,3,11,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample2\Sample2\Sample2_MMStack_Pos-2-2.ome.tif,5.02,1,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample2\Sample2_2\Sample2_2_MMStack_Pos-0-0.ome.tif,5.02,1,16,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample2\Sample2_2\Sample2_2_MMStack_Pos-0-1.ome.tif,5.02,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample2\Sample2_2\Sample2_2_MMStack_Pos-0-2.ome.tif,5.02,1,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample2\Sample2_2\Sample2_2_MMStack_Pos-1-0.ome.tif,5.02,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample2\Sample2_2\Sample2_2_MMStack_Pos-1-1.ome.tif,5.02,3,16,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample2\Sample2_2\Sample2_2_MMStack_Pos-1-2.ome.tif,5.02,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample2\Sample2_2\Sample2_2_MMStack_Pos-2-0.ome.tif,5.02,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample2\Sample2_2\Sample2_2_MMStack_Pos-2-1.ome.tif,5.02,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample2\Sample2_2\Sample2_2_MMStack_Pos-2-2.ome.tif,5.02,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample2\Sample2_3\Sample2_3_MMStack_Pos-0-0.ome.tif,5.02,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample2\Sample2_3\Sample2_3_MMStack_Pos-0-1.ome.tif,5.02,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample2\Sample2_3\Sample2_3_MMStack_Pos-0-2.ome.tif,5.02,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample2\Sample2_3\Sample2_3_MMStack_Pos-1-0.ome.tif,5.02,6,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample2\Sample2_3\Sample2_3_MMStack_Pos-1-1.ome.tif,5.02,4,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample2\Sample2_3\Sample2_3_MMStack_Pos-1-2.ome.tif,5.02,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample2\Sample2_3\Sample2_3_MMStack_Pos-2-0.ome.tif,5.02,10,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample2\Sample2_3\Sample2_3_MMStack_Pos-2-1.ome.tif,5.02,11,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample2\Sample2_3\Sample2_3_MMStack_Pos-2-2.ome.tif,5.02,10,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample3\Sample3\Sample3_MMStack_Pos-0-0.ome.tif,5.03,3,13,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample3\Sample3\Sample3_MMStack_Pos-0-1.ome.tif,5.03,3,13,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample3\Sample3\Sample3_MMStack_Pos-0-2.ome.tif,5.03,2,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample3\Sample3\Sample3_MMStack_Pos-1-0.ome.tif,5.03,3,13,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample3\Sample3\Sample3_MMStack_Pos-1-1.ome.tif,5.03,3,13,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample3\Sample3\Sample3_MMStack_Pos-1-2.ome.tif,5.03,2,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample3\Sample3\Sample3_MMStack_Pos-2-1.ome.tif,5.03,2,13,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample3\Sample3\Sample3_MMStack_Pos-2-2.ome.tif,5.03,2,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample3\Sample3_2\Sample3_2_MMStack_Pos-0-0.ome.tif,5.03,2,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample3\Sample3_2\Sample3_2_MMStack_Pos-0-1.ome.tif,5.03,2,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample3\Sample3_2\Sample3_2_MMStack_Pos-0-2.ome.tif,5.03,2,10,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample3\Sample3_2\Sample3_2_MMStack_Pos-1-0.ome.tif,5.03,2,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample3\Sample3_2\Sample3_2_MMStack_Pos-1-1.ome.tif,5.03,2,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample3\Sample3_2\Sample3_2_MMStack_Pos-1-2.ome.tif,5.03,1,10,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample3\Sample3_2\Sample3_2_MMStack_Pos-2-0.ome.tif,5.03,3,13,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample3\Sample3_2\Sample3_2_MMStack_Pos-2-1.ome.tif,5.03,2,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample3\Sample3_2\Sample3_2_MMStack_Pos-2-2.ome.tif,5.03,1,10,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample3\Sample3_3\Sample3_3_MMStack_Pos-0-0.ome.tif,5.03,1,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample3\Sample3_3\Sample3_3_MMStack_Pos-0-1.ome.tif,5.03,1,11,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample3\Sample3_3\Sample3_3_MMStack_Pos-0-2.ome.tif,5.03,1,10,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample3\Sample3_3\Sample3_3_MMStack_Pos-1-0.ome.tif,5.03,2,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample3\Sample3_3\Sample3_3_MMStack_Pos-1-1.ome.tif,5.03,1,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample3\Sample3_3\Sample3_3_MMStack_Pos-1-2.ome.tif,5.03,1,10,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample3\Sample3_3\Sample3_3_MMStack_Pos-2-0.ome.tif,5.03,2,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample3\Sample3_3\Sample3_3_MMStack_Pos-2-1.ome.tif,5.03,1,11,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample3\Sample3_3\Sample3_3_MMStack_Pos-2-2.ome.tif,5.03,1,11,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample4\Sample4_2\Sample4_2_MMStack_Pos-0-0.ome.tif,5.04,2,11,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample4\Sample4_3\Sample4_3_MMStack_Pos-0-0.ome.tif,5.04,1,11,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample4\Sample4_4\Sample4_4_MMStack_Pos-0-0.ome.tif,5.04,3,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample4\Sample4_4\Sample4_4_MMStack_Pos-0-1.ome.tif,5.04,3,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample4\Sample4_4\Sample4_4_MMStack_Pos-0-2.ome.tif,5.04,4,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample4\Sample4_4\Sample4_4_MMStack_Pos-1-0.ome.tif,5.04,4,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample4\Sample4_4\Sample4_4_MMStack_Pos-1-1.ome.tif,5.04,3,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample4\Sample4_4\Sample4_4_MMStack_Pos-1-2.ome.tif,5.04,3,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample4\Sample4_4\Sample4_4_MMStack_Pos-2-0.ome.tif,5.04,3,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample4\Sample4_4\Sample4_4_MMStack_Pos-2-1.ome.tif,5.04,3,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample4\Sample4_4\Sample4_4_MMStack_Pos-2-2.ome.tif,5.04,3,13,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample4\Sample4_5\Sample4_5_MMStack_Pos-0-0.ome.tif,5.04,2,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample4\Sample4_5\Sample4_5_MMStack_Pos-0-1.ome.tif,5.04,2,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample4\Sample4_5\Sample4_5_MMStack_Pos-0-2.ome.tif,5.04,2,13,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample4\Sample4_5\Sample4_5_MMStack_Pos-1-0.ome.tif,5.04,2,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample4\Sample4_5\Sample4_5_MMStack_Pos-1-1.ome.tif,5.04,2,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample4\Sample4_5\Sample4_5_MMStack_Pos-1-2.ome.tif,5.04,2,13,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample4\Sample4_5\Sample4_5_MMStack_Pos-2-0.ome.tif,5.04,5,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample4\Sample4_5\Sample4_5_MMStack_Pos-2-1.ome.tif,5.04,3,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample4\Sample4_5\Sample4_5_MMStack_Pos-2-2.ome.tif,5.04,3,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample4\Sample4_6\Sample4_6_MMStack_Pos-0-0.ome.tif,5.04,2,11,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample4\Sample4_6\Sample4_6_MMStack_Pos-0-1.ome.tif,5.04,1,11,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample4\Sample4_6\Sample4_6_MMStack_Pos-0-2.ome.tif,5.04,1,10,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample4\Sample4_6\Sample4_6_MMStack_Pos-1-0.ome.tif,5.04,1,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample4\Sample4_6\Sample4_6_MMStack_Pos-1-1.ome.tif,5.04,1,11,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample4\Sample4_6\Sample4_6_MMStack_Pos-1-2.ome.tif,5.04,2,11,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample4\Sample4_6\Sample4_6_MMStack_Pos-2-0.ome.tif,5.04,3,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample4\Sample4_6\Sample4_6_MMStack_Pos-2-1.ome.tif,5.04,3,11,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample4\Sample4_6\Sample4_6_MMStack_Pos-2-2.ome.tif,5.04,5,11,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample6\Sample6\Sample6_MMStack_Pos-0-0.ome.tif,5.06,1,8,Angèle
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample6\Sample6\Sample6_MMStack_Pos-0-1.ome.tif,5.06,1,6,Angèle
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample6\Sample6\Sample6_MMStack_Pos-0-2.ome.tif,5.06,1,5,Angèle
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample6\Sample6\Sample6_MMStack_Pos-1-0.ome.tif,5.06,1,7,Angèle
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample6\Sample6\Sample6_MMStack_Pos-1-1.ome.tif,5.06,1,6,Angèle
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample6\Sample6\Sample6_MMStack_Pos-1-2.ome.tif,5.06,1,4,Angèle
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample6\Sample6\Sample6_MMStack_Pos-2-0.ome.tif,5.06,1,6,Angèle
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample6\Sample6\Sample6_MMStack_Pos-2-1.ome.tif,5.06,1,5,Angèle
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample6\Sample6\Sample6_MMStack_Pos-2-2.ome.tif,5.06,1,4,Angèle
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample6\Sample6_2\Sample6_2_MMStack_Pos-0-0.ome.tif,5.06,1,11,Angèle
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample6\Sample6_2\Sample6_2_MMStack_Pos-0-1.ome.tif,5.06,1,10,Angèle
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample6\Sample6_2\Sample6_2_MMStack_Pos-0-2.ome.tif,5.06,1,8,Angèle
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample6\Sample6_2\Sample6_2_MMStack_Pos-1-0.ome.tif,5.06,1,10,Angèle
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample6\Sample6_2\Sample6_2_MMStack_Pos-1-1.ome.tif,5.06,1,10,Angèle
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample6\Sample6_2\Sample6_2_MMStack_Pos-1-2.ome.tif,5.06,1,7,Angèle
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample6\Sample6_2\Sample6_2_MMStack_Pos-2-0.ome.tif,5.06,1,10,Angèle
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample6\Sample6_2\Sample6_2_MMStack_Pos-2-1.ome.tif,5.06,1,8,Angèle
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample6\Sample6_2\Sample6_2_MMStack_Pos-2-2.ome.tif,5.06,1,7,Angèle
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample6\Sample6_3\Sample6_3_MMStack_Pos-0-0.ome.tif,5.06,1,12,Angèle
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample6\Sample6_3\Sample6_3_MMStack_Pos-0-1.ome.tif,5.06,1,11,Angèle
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample6\Sample6_3\Sample6_3_MMStack_Pos-0-2.ome.tif,5.06,1,10,Angèle
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample6\Sample6_3\Sample6_3_MMStack_Pos-1-0.ome.tif,5.06,1,12,Angèle
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample6\Sample6_3\Sample6_3_MMStack_Pos-1-1.ome.tif,5.06,1,11,Angèle
D:\Becs\Becs_pilot_data\Pilot - Week3 Round5\Sample6\Sample6_3\Sample6_3_MMStack_Pos-1-2.ome.tif,5.06,1,9,Angèle
